CO_CNES;CO_IBGE;NO_FANTASIA;ESTADO;MUNICIPIO;CO_CEP;NO_BAIRRO;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NU_LATITUDE;NU_LONGITUDE
2007061;2704302;ASSOCIACAO PESTALOZZI DE MACEIO;AL;MACEIO;57020580;FAROL;RUA COMENDADOR FIRMO LOPES;262;;-9.666013384856118;-35.7350492477417
2007118;2704302;LABORATORIO DE ANALISE CLINICA OSVALDO CRUZ;AL;MACEIO;57020380;FAROL;AV SANTA RITA DE CASSIA;84;;-9.6526572;-35.7299271
3220915;2609600;CETOL;PE;OLINDA;53130270;CASA CAIADA;RUA POETA MANOEL BANDEIRA;90;;-7.9881334;-34.8410976
3240495;2609600;CLIFOR;PE;OLINDA;53030130;BAIRRO NOVO;RUA PROF VALDEVINO WANDERLEY;52;;-8.008782;-34.8434815
6329462;2708501;LABORATORIO ACACIO LINS DE ALBUQUERQUE;AL;SAO LUIS DO QUITUNDE;57920000;CENTRO;PRACA ERNESTO GOMES MARANHAO;S/N;;-9.318;-35.561
3733165;2704302;LABCLIN;AL;MACEIO;57046000;SERRARIA;AVENIDA MENINO MARCELO;2000;;-9.5909019;-35.7281081741978
3735281;2704302;PROCARDIO PROCEDIMENTOS CARDIOLOGICOS LTDA;AL;MACEIO;57035050;PONTA VERDE;RUA POMPEU SARMENTO;53;;-9.6605331;-35.7004577
3735427;2704302;MED CLINGE;AL;MACEIO;57080000;FEITOSA;RUA DESEMBARGADOR HELIO CABRAL;705;705B;-9.627660735173595;-35.723419189453125
3740951;2704302;LABORATORIO MARCO PEIXOTO;AL;MACEIO;57020097;FAROL;AV MOREIRA E SILVA;951;;-9.6505831;-35.7335155
3742482;2704302;UNIDADE DE SAUDE DR ROBSON CAVALCANTE 6 DS;AL;MACEIO;57080030;BENEDITO BENTES;CONJUNTO FREITAS NETO;025;QD A;-9.5190495;-35.7144152
3743292;2704302;PELE DERMATOLOGIA E COSMETOLOGIA;AL;MACEIO;57032901;MANGABEIRAS;RUA GUSTAVO PAIVA;2990;CENTRO MEDICO IGUATE;-9.666034537898158;-35.73485612869263
5992516;2704708;UNIDADE DE SAUDE DA FAMILIA RUA NOVA MASSAGUEIRA II;AL;MARECHAL DEODORO;57160000;CENTRO;POVOADO MASSAGUEIRA;S/N;RUA NOVA;-9.732707589358624;-35.84187090396881
2636204;2603603;PSF ALTO SANTA TEREZNHA;PE;CAMUTANGA;55930000;CENTRO;RUA VER HELENA DE SOUZA CAVALCANTE;S/N;;-7.412790341772214;-35.274130403995514
2715341;2603603;UNIDADE MISTA MINERVINA GUEDES TAVARES DE MELO;PE;CAMUTANGA;55930000;CENTRO;RUA JOAQUIM NABUCO;S/N;;-7.406941420008797;-35.274975299835205
2430975;2603702;UNIDADE DE SAUDE DA FAMILIA UBALDO DE BARROS;PE;CANHOTINHO;55420000;OLHO D AGUA;RUA DA AREIA;S/N;;-8.882;-36.191
3730263;2703809;CENTRO DE ESPEC ODONTOLOGICA ENF JULIA ARAUJO PESSOA;AL;JOAQUIM GOMES;57980000;CENTRO;RUA DR NELITO;68;;-9.133;-35.748
3709930;2705101;CENTRO DE ATENCAO PSICOSSOCIAL VALE DO CAMARAGIBE;AL;MATRIZ DE CAMARAGIBE;57910000;CENTRO;RUA PREFEITO AROLDO LOUREIRO;54;;-9.152;-35.533
3730271;2708808;CENTRO DE ESPECIALIDADES ODONTOLOGICAS;AL;SAO SEBASTIAO;57275000;CENTRO;RUA PEDRO VIEIRA DE BARROS;82;;-9.935286;-36.553695
3710114;2709152;CAPS DR HUMBERTO BARBOSA FERREIRA;AL;TEOTONIO VILELA;57265000;CENTRO;RUA VEREADOR GILBERTO PEREIRA;762;;-9.914694;-36.356639
2637022;2604155;PSF DE VILA NOVA;PE;CASINHAS;55755000;ZONA RURAL;ST VILA NOVA;S/N;;-7.7445326;-35.7248722
3525775;2614709;UBS MOACIR DE CARVALHO CAMPOS;PE;TACAIMBO;55140000;CENTRO;RUA INES DE MOURA TEIXEIRA;S/N;A;-8.3152838;-36.2925742
3719839;2706307;CENTRO AVANCADO DA VISAO;AL;PALMEIRA DOS INDIOS;57600100;CENTRO;RUA DR MOREIRA E SILVA;05;;-9.407;-36.628
5987598;2704302;MATER;AL;MACEIO;57080000;MANGABEIRAS;AV JOAO DAVINO;766;;-9.643115;-35.7048562
3445267;2609907;CLINICA DE OLHOS DO ARARIPE;PE;OURICURI;56200000;CENTRO;AVENIDA FERNANDO BEZERRA;530;;-7.8814603;-40.0815731
3459977;2613305;USF JOAO PAULO II FOICE;PE;SAO JOAQUIM DO MONTE;55670000;CENTRO;AV JOAO COSTA DE MOURA;S/N;;-8.4374395;-35.8110024
3459950;2613305;PSF DO CRUZEIRO;PE;SAO JOAQUIM DO MONTE;55670000;CRUZEIRO;RUA MANOEL FELIX DE MENEZES;S/N;;-8.432;-35.804
3030288;2601904;UNIDADE DE SAUDE DO RETIRO;PE;BEZERROS;55660000;RETIRO;R JOSE TAUMATURGO SOBRINHO;S/N;;-8.250947968317023;-35.753395557403564
3039072;2601904;CENTRO DE OLHOS EULINA BRAGA;PE;BEZERROS;55660000;SAO SEBASTIAO;RUA SILVIO ROMERO GOMES;211;;-8.242177583072392;-35.7534384727478
2631873;2612307;PSF SERRINHA DA PRATA;PE;SALOA;55350000;ZONA RURAL;POVOADO SERRINHA DA PRATA;01;CASA;-8.979612241716323;-36.69600963592529
2630745;2612406;UBS JENIPAPO;PE;SANHARO;55250000;DISTRITO;RUA BARAO DE VILA BELA;S/N;DISTRITO;-8.361;-36.566
3775488;2701001;CENTRO DE ATENCAO PSICOSSOCIAL CAPS I;AL;BOCA DA MATA;57680000;MUTIRAO;RUA JOSE PALMEIRA SAMPAIO;S/N;;-9.646277017465886;-36.20540142059326
3842185;2703007;CAPS EXPEDITO ANTONIO DA SILVA;AL;IBATEGUARA;57890000;CENTRO;RUA SANTA RITA;S/N;;-8.973;-35.939
2631695;2603504;PSF SAO JOSE;PE;CAMOCIM DE SAO FELIX;55665000;CRUZEIRO;RUA DR JULHO BARBALHO;S/N;;-8.359;-35.762
3815749;2606002;CONSULTORIO DE GINECOLOGIA DR ALCINDO B MENEZES;PE;GARANHUNS;55296390;HELIOPOLIS;AVENIDA FREI CANECA;129;;-8.884923262157265;-36.48059606552124
2011654;2700607;UNIDADE DE SAUDE DA FAMILIA;AL;BARRA DE SAO MIGUEL;57180000;CENTRO;LOT OUTEIRO;S/N;LOTEAMNTO;-9.839254222374613;-35.90615272521973
2011077;2700706;POSTO DE SAUDE CAJA DOS NEGROS;AL;BATALHA;57420000;ZONA RURAL;POVOADO CAJA DOS NEGROS;S/N;;-9.678;-37.125
3660710;2604106;SOS RIM;PE;CARUARU;55012290;M NASSAU;AV AGAMENOM MAGALHAES;617;;-8.276271;-35.973316
3644111;2605202;UNIDADE DE SAUDE DA FAMILIA DR JOAO LINS DE ANDRADE;PE;ESCADA;55500000;ALVORADA;BR 101 KM 97;S/N;;-8.359;-35.224
2721961;2708303;UNIDADE DE SAUDE DA FAMILIA DE CARURU;AL;SAO JOSE DA LAJE;57860000;ZONA RURAL;POVOADO DE CARURU;S/N;;-9.07090741341432;-36.143646240234375
2722038;2708303;UNIDADE DE SAUDE DA FAMILIA DOULGAS BUARQUE;AL;SAO JOSE DA LAJE;57860000;CENTRO;RUA ALINE VASCONCELOS;S/N;;-9.007460988048821;-36.05408191680908
2722356;2708303;UNIDADE MISTA DR ARTHUR CAMELO VERAS;AL;SAO JOSE DA LAJE;57860000;CENTRO;AV VALDEMAR PONTES;S/N;;-9.01004653154453;-36.05730056762695
2722534;2708303;UNIDADE SAUDE DA FAMILIA DR ARTHUR CAMELO VERAS;AL;SAO JOSE DA LAJE;57860000;COHAB;CONJ RESID MARIO DA COSTA GUIMARAES;S/N;;-9.000551986012601;-36.055240631103516
2003392;2708402;PSF POVOADO PILOES;AL;SAO JOSE DA TAPERA;57445000;ZONA RURAL;POVOADO PILOES;S/N;;-9.600211;-37.359211
2721430;2708402;PSF CACHOEIRINHA;AL;SAO JOSE DA TAPERA;57445000;SITIO;SITIO;S/N;;-9.441008;-37.646237
2721473;2708402;PSF POVOADO CABOCLO;AL;SAO JOSE DA TAPERA;57445000;ZONA RURAL;POVOADO CABOCLO;S/N;;-9.535013;-37.521116
2721538;2708402;PSF SITIO MELANCIA;AL;SAO JOSE DA TAPERA;57445000;ZONA RURAL;SITIO MELANCIA;S/N;;-9.439596;-37.639997
2008882;2708501;ESF JOSE OZORIO DO NASCIMENTO;AL;SAO LUIS DO QUITUNDE;57920000;CENTRO;ALTO DO CRISTO REDENTOR;S/N;;-9.318;-35.561
2008904;2708501;POSTO DE SAUDE SANTO INACIO SL QUITUNDE;AL;SAO LUIS DO QUITUNDE;57920000;CENTRO;CONJSANTO INACIO;S/N;;-9.318;-35.561
2008920;2708501;CENTRO DE SAUDE GOVLAMENHA FILHO;AL;SAO LUIS DO QUITUNDE;57920000;CENTRO;POVOADO QUITUNDE;38;;-9.318;-35.561
2009579;2708709;UNIDADE DE SAUDE DA FAMILIA DE PORTO DA RUA;AL;SAO MIGUEL DOS MILAGRES;57940000;PORTO DA RUA;PRACA BOM JESUS;S/N;;-9.2424514;-35.3514643
2499789;2601409;PSF DO RIO UNA;PE;BARREIROS;55560000;RIO UNA;RUA MARIA MALIA;S/N;;-8.818;-35.186
2354365;2601508;LABORATORIO DE ANALISES CLINICAS MUNICIPAL;PE;BELEM DE MARIA;55440000;CENTRO;R JOAO PESSOA;S/N;;-8.614;-35.809
2715406;2601508;UNIDADE MOVEL;PE;BELEM DE MARIA;55440000;CENTRO;RUA CORONEL MANOEL CARICIO;40;;-8.614;-35.809
2634147;2601805;PSF SAO CAETANO;PE;BETANIA;56670000;DISTRITO;VILA SAO CAETANO;S/N;;-8.176149253951213;-37.9248046875
2349582;2601607;CENTRO DE SAUDE ANIBAL LUSTOSA SOBRINHO;PE;BELEM DE SAO FRANCISCO;56440000;CENTRO;RUA PADRE NORBERTO;846;;-8.758;-38.964
2634457;2601607;UNIDADE DE SAUDE DA FAMILIA DO IBO;PE;BELEM DE SAO FRANCISCO;56440000;VILA IBO;VILA DO IBO;S/N;;-8.758;-38.964
2703076;2601805;UNIDADE MISTA PROFESSOR ALCIDES FERREIRA LIMA;PE;BETANIA;56670000;CENTRO;RUA RUFINA PASSOS JARDIM;S/N;;-8.276;-38.034
2632381;2602100;USF DR JOSE BARBOSA DE OLIVEIRA;PE;BOM CONSELHO;55330000;SAO RAFAEL;RUA SAO SEVERINO;72;;-9.1743661;-36.6951206
2632446;2602100;USF LAGOA DE SAO JOSE;PE;BOM CONSELHO;55330000;DISTRITO;LAGOA DE SAO JOSE;S/N;;-9.26607;-36.70476
2632519;2602100;ESTRATEGIA DE AGENTES COMUNITARIOS DE SAUDE EACS;PE;BOM CONSELHO;55330000;CENTRO;RUA VIDAL DE NEGREIROS;S/N;;-9.16256;-36.68804
2435918;2606408;POLICLINICA GRAVATA LTDA;PE;GRAVATA;55642020;PRADO;RUA SANTO ANTONIO;15;;-8.201923;-35.565598
9401008;2707305;SLAC CLINICA MEDICA E IMAGENS;AL;PORTO CALVO;57900000;CENTRO;PROFESSOR GUEDES DE MIRANDA;04;;-9.057002;-35.398356914520264
6344658;2610004;PSF SANTO ONOFRE III;PE;PALMARES;55540000;SANTO ONOFRE;RUA DA LAVANDERIA;S/N;;-8.683;-35.592
3033570;2607901;USF FREI DAMIAO I;PE;JABOATAO DOS GUARARAPES;54120250;SANTO ALEIXO;RUA CAMARATINGA;S/N;;-8.10467;-35.014704
2348055;2607901;USF JARDIM COQUEIRAL;PE;JABOATAO DOS GUARARAPES;54250150;CAJUEIRO SECO;RUA CENTRAL;410;;-8.089033;-34.9730539
2349655;2607901;USF JARDIM MONTE VERDE;PE;JABOATAO DOS GUARARAPES;54400280;DOIS CARNEIROS;AVENIDA CHAPADA DO ARARIPE;S/N;;-8.115122;-34.959801
2431009;2607901;USF RIO DAS VELHAS;PE;JABOATAO DOS GUARARAPES;54300000;PRAZERES;RUA MARIA IDALIA;S/N;;-8.159755;-34.938837
3033554;2607901;USF SANTO ALEIXO II;PE;JABOATAO DOS GUARARAPES;54140380;SANTO ALEIXO;RUA SANTA MARTA;32;;-8.099514;-35.01579
3799743;2601706;CLINFISIOR;PE;BELO JARDIM;55150005;CENTRO;R SIQUEIRA CAMPOS;410;;-8.336;-36.424
3785033;2607901;MARIAH GLASNER DE MAIA CARDOSO;PE;JABOATAO DOS GUARARAPES;54400250;PIEDADE;RUA ERNESTO DE SOUZA LEAO;85;SALA 12;-8.150298;-34.9126
2352168;2613008;USF DO ESPIRITO SANTO;PE;SAO BENTO DO UNA;55370000;CENTRO;VILA DO ESPIRITO SANTO;S/N;ZONA RURAL;-8.479503314467676;-36.34483337402344
2352184;2613008;USF DE QUEIMADA GRANDE;PE;SAO BENTO DO UNA;55370000;ZONA RURAL;VILA DE QUEIMADA GRANDE;S/N;;-8.595958021900062;-36.38946533203125
2352214;2613008;USF DO GAMA;PE;SAO BENTO DO UNA;55370000;ZONA RURAL;POVOADO DO GAMA;S/N;;-8.503230019852174;-36.554410457611084
2344254;2601904;HOSPITAL JESUS PEQUENINO;PE;BEZERROS;55660000;SAO SEBASTIAO;AVENIDA MAJOR APRIGIO DA FONSECA;S/N;BR 232 KM 103;-8.245023;-35.75628
2010291;2708600;LABORATORIO DE ANALISES CLINICAS ANA CAROLINA;AL;SAO MIGUEL DOS CAMPOS;57240096;GERALDO SAMPAIO;AVENIDA DEPUTADO DINEY SOARES TORRES;S/N;BAIRRO;-9.779776286116054;-36.10477298498154
5491614;2704302;CONSULTORIO ODONTOLOGICO WAGNER SOTERO FRAGOSO;AL;MACEIO;57035220;PONTA VERDE;RUA JOSE CABRAL ACIOLY;41;SALA 06;-9.665971078768072;-35.73500633239746
2719797;2705804;CENTRO DE SAUDE OLHO DAGUA DO CASADO;AL;OLHO DAGUA DO CASADO;57470000;CENTRO;RUA DELMIRO GOUVEIA;S/N;;-9.5029509;-37.8351508
2721031;2705903;POSTO DE SAUDE POCO COMPRIDO;AL;OLHO DAGUA GRANDE;57390000;ZONA RURAL;POVOADO POCO COMPRIDO;S/N;;-10.049003509309054;-36.75547420978546
2721090;2705903;POSTO DE SAUDE POVOADO OITEIRO ALTO;AL;OLHO DAGUA GRANDE;57390000;ZONA RURAL;POVOADO OITEIRO ALTO;S/N;;-10.023772470786076;-36.806602478027344
2719436;2706000;CENTRO DE SAUDE C LUIS C SILVA;AL;OLIVENCA;57550000;CENTRO;RUA JULIO NOBRE;S/N;;-9.5174339;-37.1921929
2722127;2706000;UNIDADE DE SAUDE P DA CACIMBA;AL;OLIVENCA;57550000;ZONA RURAL;POVOADO DE POCO DA CACIMBA;S/N;;-9.518438714534877;-37.18990087509155
2008262;2706109;POSTO DE SAUDE PILAO DO GATO;AL;OURO BRANCO;57525000;ZONA RURAL;SITIO PILAO DO GATO;1;;-9.08135;-37.376184
2346370;2603454;PSF NOEMIA DE CASTRO USF ARACA;PE;CAMARAGIBE;54786001;ARACA;EST DE ALDEIA KM 12;S/N;;-8.022;-34.981
2346400;2603454;USF DO VIANA;PE;CAMARAGIBE;54768350;VIANA;RUA OSCAR ANDRE DE ALBUQUERQUE;241;;-8.0274599;-34.9966633
7852800;2611101;UBS TAPERA;PE;PETROLINA;56304020;ZONA RURAL;POVOADO AGROVILA MASSANGANO;S/N;;-9.393;-40.508
5509130;2704302;CONSULTORIO ODONTOLOGICO TAYGUARA CERQUEIRA CAVALCANTI;AL;MACEIO;57020570;CENTRO;RUA GODOFREDO FERRO;225;;-9.6674895;-35.7303992
7861443;2604106;CLINICA SANTA LUCIA;PE;CARUARU;55030300;PETROPOLIS;RUA LUPERCIO BEZERRA;41;;-8.289117048101017;-35.97604036331177
3270246;2611101;POLICLINICA MUNICIPAL;PE;PETROLINA;56304200;CENTRO;RUA DR JOSE E MARIA;48;;-9.393;-40.508
2719290;2706406;UNIDADE MISTA DR DJALMA GONCALVES DOS ANJOS;AL;PAO DE ACUCAR;57400000;CENTRO;PAO DE ACUCAR;850;AVENIDA;-9.6424145;-37.5617500217279
4020464;2706406;SECRETARIA MUNICIPAL DE SAUDE DE PAO DE ACUCAR;AL;PAO DE ACUCAR;57400000;CENTRO;AV MAESTRO MANOELITO BEZERRA LIMA;850;;-9.747929116025562;-37.435762882232666
2430347;2611101;JOSE GOMES DA COSTA;PE;PETROLINA;56304420;CENTRO;RUA DO CAJUEIRO;58;SALA 104;-8.995354;-40.2688673
2430460;2611101;OTOGASTRO;PE;PETROLINA;56302150;CENTRO;DOUTOR JULIO DE MELO;330;;-9.393;-40.508
2430576;2611101;SELAC;PE;PETROLINA;56304210;CENTRO;TOBIAS BARRETO;279;;-9.4297714;-40.5053861
2706733;2610004;PSF SANTO ANTONIO I;PE;PALMARES;55540000;SANTO ANTONIO;AVENIDA FREI CANECA;S/N;;-8.683;-35.592
2636913;2602209;PSF BARRONCOS I;PE;BOM JARDIM;55730000;SITIO;SITIO BARRONCOS;S/N;;-7.756926;-35.551165
2636883;2602209;PSF DE FEIJAO II;PE;BOM JARDIM;55730000;SITIO;SITIO FEIJAO;S/N;;-7.762124;-35.567968
2315491;2610004;PSF CENTRO SINDICALISTA JOSE HELIO CAVALCANTI;PE;PALMARES;55540000;CENTRO;RUA FENELON BARRETO;S/N;;-8.6854452;-35.5893698
2714329;2600906;PSF JOAO PAULO II;PE;AMARAJI;55515000;JOAO PAULO II;RUA DAS HORTENCIAS;001;;-8.374710587541092;-35.458854138851166
2430134;2611101;CONSULTORIO DR DEILSON;PE;PETROLINA;56306040;CENTRO;RUA DA LARANJEIRA;55;;-9.393;-40.508
2430169;2611101;DR JOSIVAL;PE;PETROLINA;56306040;CENTRO;AV JOAQUIM NABUCO;642;;-9.393;-40.508
3426327;2701308;UNIDADE DE SAUDE EVERALDO PEREIRA DA SILVA;AL;CAJUEIRO;57770000;ZONA RURAL;CONJ FERNANDO COLLOR;S/N;FAZENDA;-9.402783388343144;-36.14006817340851
2715449;2613008;UNIDADE MOVEL DE SAUDE;PE;SAO BENTO DO UNA;55370000;CENTRO;AV MANOEL CANDIDO;S/N;;-8.523899494478306;-36.45031929016113
3148335;2611606;INTERNE HOME CARE;PE;RECIFE;50070395;BOA VISTA ILHA DO;RUA MARQUES DO AMORIM;420;N 444 356PARTE 400;-8.054;-34.881
3242692;2611606;CARDIOLIDER;PE;RECIFE;50070190;BOA VISTA;AV MARIO DOMINGUES;130;3 ANDAR;-8.054;-34.881
3313786;2604106;PRONTO ORTO;PE;CARUARU;55014110;DIVINOPOLIS;RUA IBICUI;15;;-8.269486180482074;-35.9771990776062
2705850;2603454;USF DE VILA RICA;PE;CAMARAGIBE;54786200;VERA CRUZ;RUA LAURO MILLER;1;;-8.022;-34.981
2819252;2604106;CLINICA DE OLHOS DR MELLO MOTTA;PE;CARUARU;55014410;MAURICIO DE NASSAU;RUA VISCONDE DE INHAUMA;1361;;-8.263476752349268;-35.97590088844299
3576388;2700300;EDUARDO BARBOSA MENDES;AL;ARAPIRACA;57300010;CENTRO;RUA PROFESSOR DOMINGOS CORREIA;535;;-9.752;-36.661
3566528;2609907;USF PRADICO;PE;OURICURI;56200000;ZONA RURAL;FAZENDA PRADICO;S/N;;-7.883;-40.082
3566455;2615805;USF BAIRRO NOVO HORIZONTE;PE;TUPANATINGA;56540000;BAIRRO NOVO HORIZONT;RUA MARIA DE ZU;S/N;;-8.755621800411918;-37.34718561172485
3771210;2702553;UNIDADE DE SAUDE DA FAMILIA ANTONIO GARROTE DA SILVA;AL;ESTRELA DE ALAGOAS;57625000;CENTRO;AV ARLINDO GARROTE;S/N;;-9.39;-36.76
3786641;2704302;SOUZA JUNIOR;AL;MACEIO;57057570;FAROL;AV FERNANDES LIMA;3533;;-9.6480948;-35.7337743
2631962;2608305;PSF JOAO MONTEIRO;PE;JUPI;55395000;RURAL;POVOADO DE SANTA RITA;S/N;;-8.712;-36.415
2632012;2608305;PSF NOSSA SENHORA DO ROSARIO;PE;JUPI;55395000;CENTRO;RUA NAPOLEAO TEIXEIRA DE LIMA;S/N;;-8.712;-36.415
3796906;2609600;RONALDO SILVA BUONAFINA;PE;OLINDA;53030000;BAIRRO NOVO;AV MARCOS FREIRE;1615;SALA 101;-7.9978672;-34.839107
6354505;2604106;FLAVIA TATIANA SANTOS MELO;PE;CARUARU;55012330;CENTRO;RUA FREI CANECA;176;SALAS 104 E 105;-8.2824553;-35.9705066
6475868;2611705;SECRETARIA MUNICIPAL DE SAUDE DE RIACHO DAS ALMAS;PE;RIACHO DAS ALMAS;55120000;SANTA TEREZINHA;RUA MARIO DA MOTA LIMEIRA;93;;-8.137589615626217;-35.8612659573555
2713195;2608107;UNIDADE DE SAUDE DA FAMILIA DE OLHO DAGUA CERCADO;PE;JOAO ALFREDO;55720000;ZONA RURAL;ZONA RURAL;S/N;;-7.856;-35.588
6356028;2606002;CLINICA DR MARCIO CUNHA;PE;GARANHUNS;55293970;HELIOPOLIS;AV ERNESTO DOURADO;500;;-8.884690059974577;-36.47892236709595
3037967;2605103;LABAC;PE;CUSTODIA;56640000;CENTRO;ERNETOS QUEIROZ;77;;-8.0878858;-37.6423248
2719053;2701704;PSF 005;AL;CAPELA;57780000;FAZENDA;FAZENDA BUZIOS;S/N;;-9.407594094609394;-36.07330799102783
2719037;2701704;PSF 002;AL;CAPELA;57780000;CENTRO;VEREADOR MANOEL VIEIRA DE ALMEIDA;57780000;;-9.407911630622708;-36.072964668273926
2719088;2701704;PSF 007;AL;CAPELA;57780000;CENTRO;MUTIRAO;S/N;;-9.407975137790377;-36.07332944869995
2719118;2701704;PSF 004;AL;CAPELA;57780000;USINA JOAO DE DEUS;USINA JOAO DE DEUS;64;;-9.407911630622708;-36.0882559232909
2009838;2704302;C S TARCISIO PALMEIRA PSF PONTAL 2 DS;AL;MACEIO;57010000;PONTAL DA BARRA;AV ALIPIO BARBOSA;S/N;;-9.665949925722051;-35.73507070541382
2006960;2704302;HOSPITAL VIDA;AL;MACEIO;57035240;PONTA VERDE;RUA DEP ELISEU TEIXEIRA;488;;-9.650253999111502;-35.73328971862793
2006812;2704302;CLINICA DE MEDICINA FISICA DE ALAGOAS;AL;MACEIO;57020605;CENTRO;RUA MIZAEL DOMINGUES;204;;-9.666055690938848;-35.73496341705322
2631172;2610905;UNIDADE DE SAUDE DA FAMILIA SALOBRO;PE;PESQUEIRA;55200000;ZONA RURAL;DISTRITO SALOBRO;S/N;;-8.358;-36.696
2704021;2610905;UNIDADE DE SAUDE DA FAMILIA MIMOSO;PE;PESQUEIRA;55200000;ZONA RURAL;DISTRITO MIMOSO;S/N;;-8.358;-36.696
2713241;2610905;UNIDADE DE SAUDE DA FAMILIA SAO FRANCISCO;PE;PESQUEIRA;55200000;PRADO;RUA TENENTE RABELO;220;;-8.358;-36.696
3650413;2607901;SEOPE 3;PE;JABOATAO DOS GUARARAPES;54400220;PIEDADE;SILVIA FERREIRA;14;;-8.1640473;-34.9166938
3590755;2704708;CAPS MARIA CELIA DE ARAUJO SARMENTO;AL;MARECHAL DEODORO;57160000;PORTO GRANDE;CONJUNTO LIBERALINO RIBEIRO;S/N;;-9.763176381645371;-35.863001346588135
2433869;2614709;UBS RIACHO FECHADO;PE;TACAIMBO;55140000;DIST RIACHO FECHADO;RUA RIACHO FECHADO;S/N;;-8.316;-36.293
2715279;2614857;UNIDADE MISTA DR JOSE MUCIO MONTEIRO;PE;TAMANDARE;55578000;CENTRO;AV DR LEOPOLDO LINS;S/N;;-8.76;-35.105
6034691;2600708;NASF ALIANCA;PE;ALIANCA;55890000;CENTRO;RUA JOSE EMIDIO;S/N;;-7.603;-35.231
6134149;2605004;SAMU;PE;CUPIRA;55460000;CENTRO;AV JULIO LEITAO DE MELO;S/N;;-8.6191;-35.9509
6136206;2608909;ANALAB;PE;LIMOEIRO;55700000;CENTRO;AV JERONIMO HERACLIO;987;;-7.869354672402627;-35.43923377990723
2427869;2606507;PSF TANCREDO NEVES;PE;IATI;55345000;QUATIS;POVOADO DO QUATIS;S/N;;-9.046;-36.846
2633922;2606606;POSTO DE SAUDE DE CAMPOS U S F;PE;IBIMIRIM;56580000;ZONA RURAL;POVOADO CAMPOS;S/N;;-8.541;-37.69
2633949;2606606;POSTO DE SAUDE AGROVILA IV USF;PE;IBIMIRIM;56580000;ZONA RURAL;AGROVILA IV;S/N;;-8.541;-37.69
2355159;2603926;USF BARRA DO SILVA;PE;CARNAUBEIRA DA PENHA;56420000;DISTRITO AREA RURAL;POVOA DA BARRA DO SILVA;S/N;AREA RURAL;-8.322;-38.744
2350432;2604007;FISIOLAB;PE;CARPINA;55815180;SAO JOSE;NUNES MACHADO;22;;-7.8431536;-35.257919
2427451;2604007;UBS SENZALA II;PE;CARPINA;55819910;SENZALA;RUA VEREADOR FELIPE NERY;10;;-7.853145;-35.250814
2427494;2604007;UBS FLORESTINHA;PE;CARPINA;55817030;FLORESTINHA;RUA DOS FLAMBOYANTES;195;;-7.834132646349344;-35.27538299560547
2636816;2604007;UBS CARAUBA TORTA;PE;CARPINA;55816410;ZONA RURAL;VILA CARAUBA TORTA;S/N;;-7.82613978587721;-35.3346061706543
2428393;2610004;HOSPITAL REGIONAL DE PALMARES DR SILVIO MAGALHAES;PE;PALMARES;55540000;CENTRO;ENGENHO QUILOMBO DOS PALMARES BR 101 KM 185;S/N;;-8.686506;-35.575102
2711664;2604007;CLINICA DE OLHOS DE CARPINA;PE;CARPINA;55816410;SANTO ANTONIO;RUA ASSIS CHATEAUBRIAND;84;;-7.8443785888278095;-35.25778770446777
2637006;2604155;POSTO DE SAUDE DE LAGOA DE PEDRA;PE;CASINHAS;55755000;LAGOA DE PEDRA;POV DE LAGOA DE PEDRA;S/N;;-7.749774755613699;-35.72831153869629
2639033;2610103;HOSPITAL MUNICIPAL NOSSA SENHORA DAS NEVES;PE;PALMEIRINA;55310000;CENTRO;RUA AMAURI DE MEDEIROS;S/N;;-9.003656814609686;-36.32460951805115
3633322;2704302;MED ANGIO;AL;MACEIO;57055630;FAROL;RUA JOSE SILVEIRA CAMERINO;534;;-9.649830918188504;-35.734920501708984
3633381;2704302;CONSULTORIO MEDICO;AL;MACEIO;57051370;FAROL;RUA IRIS ALAGOENSE;677;;-9.6499083;-35.7343505
3652734;2704302;UNIDADE DE SAUDE DR DIDIMO OTTO KUMMER 6 DS;AL;MACEIO;57080000;TABULEIRO;CONJ BENEDITO BENTES II;01;QUADRA C;-9.590932880402113;-35.71723937988281
2719371;2704609;POLICLINICA MARIA CARVALHO BRANDAO;AL;MARAVILHA;57520000;CENTRO;RUA JOSE VIEIRA DE CARVALHO;85;;-9.231798730251178;-37.35085219144821
2348977;2610707;USF SAO PEDRO;PE;PAULISTA;53401441;JANGA;RUA ESTRADA DO MACHADO;185;;-7.940894835236954;-34.87431764602661
2436345;2601706;POLICLINICA PADRE JOSE MIGUEL LAGOA;PE;BELO JARDIM;55150001;BOM CONSELHO;AVENIDA CORONEL JOAO LEITE;607;;-8.3344301;-36.4243809
2347830;2607901;USF JARDIM PIEDADE I;PE;JABOATAO DOS GUARARAPES;54410120;JARDIM PIEDADE;RUA MARIA DO CARMO DE ALMEIDA;439;;-8.180724;-34.929031
2348020;2607901;USF QUADROS;PE;JABOATAO DOS GUARARAPES;54100230;PADRE ROMA;RUA AGRIPINO DE FREITAS;580;;-8.1167659;-35.0174562
2349701;2607901;USF VILA PIEDADE I;PE;JABOATAO DOS GUARARAPES;54170525;SOCORRO;AVENIDA MANOEL BEZERRA NEVES;960;;-8.116848;-34.994686
